video_id,views,collects,diggs,comments,shares
7526089595210009878,8700000,103200,1300000,5508,25500
7525374920298188054,6800000,9802,293200,1446,1055
7524292924507426078,169900000,222100,2200000,15900,782400
7525497634895711510,7200000,57500,736500,3506,266300
7524693906202660118,3300000,13400,342500,552,12200
7523246058491907350,4400000,6012,153300,514,2082
7524415474935893270,18100000,70500,1500000,6934,425300
7522514239014112534,4600000,8605,113000,545,4777
7524775660254989590,3200000,6203,245700,882,3657
7525378106174016824,51100000,299200,6900000,20500,1400000
7526210308453551382,3400000,16800,333000,3158,34600
7525159743791402262,2100000,3872,118500,1007,568
7525995841090276630,21600000,169000,2400000,9719,892900
7525422467616378135,2600000,9165,243100,391,22300
7524836677697817878,2900000,26100,319300,6770,18800
7525382852557475094,1900000,11300,156400,1096,23100
7525881242726812950,23200000,34600,398000,4982,25600
7524681313882836246,2300000,2043,105600,427,997
7525500481419021591,13000000,13800,627300,1325,7365
7525771619768306966,1700000,2836,93100,202,752
7526263941396483350,1900000,8553,207000,1024,12200
7525144376725589270,2100000,3087,199800,442,1482
7526165377357761814,2300000,2635,93200,216,4887
7525050398047030550,3500000,13300,385400,1658,6228
7524290275536063766,7300000,10200,135700,290,9869
7518024620423908630,16800,44,763,17,69
7527589211306790166,27700,103,717,22,45
7527380181065927958,2570,9,106,22,4
7527197063008865558,134600,983,15100,54,148
7522210250871557398,92200,757,3897,246,2657
7527633682710924562,363,4,8,0,1
7525961865525038349,60700000,388800,5200000,50200,1600000
7527378607463861526,24700,124,1545,43,10
7527636126979394838,587,12,63,0,14
7524735029453311254,4435,6,72,0,1
7525233806333316374,2000000,5237,207500,173,4444
7525793072060337410,1800000,8712,196400,4786,1868
7525502735421164822,1800000,3806,115200,419,821
7524401381256465686,2400000,4599,65100,605,11100
7526135440949218582,1500000,3187,329400,638,3174
7522507818218360086,25800000,76100,1300000,11500,71100
7525052521291910422,8500000,6371,246700,464,1769
7525406297777261846,1900000,5076,90200,374,617
7524784757763312918,2400000,12500,291900,2686,51900
7526202804948536598,58400000,239800,5900000,12700,1800000
7524589178399558934,1300000,4260,177800,959,41100
7526231835630636310,19700000,14300,211400,1765,20100
7526234388783303958,6100000,5743,127800,388,4072
