video_id,views,collects,diggs,comments,shares
7526946789207903510,2200000,6212,225800,894,16900
7526943912662027542,3300000,9166,306700,3671,15100
7526610866733681942,1700000,7539,112300,801,10100
7526973477438459158,2300000,15600,304100,465,14600
7527328321701481750,1500000,10000,175800,872,8840
7526803072446762248,37600000,43800,759300,4644,14100
7526558288289303831,28600000,194800,3000000,24600,1400000
7526536592266235158,16500000,74500,1900000,2225,36300
7526510817370524950,11200000,16900,436600,4258,12200
7526590499357052182,1500000,1564,70100,390,303
7526663027203034390,1400000,4603,68600,297,10100
7526570064632483094,4300000,24000,235600,672,17200
7526964038979341590,2400000,22600,343100,959,4632
7526101249452674326,2900000,33100,490300,1059,75100
7526459933156478230,1200000,1543,70300,139,1538
7527691009958923542,3100000,23900,568000,1790,19400
7526122349804915990,19000000,30200,453400,6516,161700
7525775639949937943,1500000,5031,105100,494,724
7526995650865630486,1000000,4962,124100,840,3789
7527285348062235926,2100000,24100,452100,1258,22000
7526274089372093718,2800000,42300,277200,1538,42300
7525802740962823446,2000000,13000,175500,1812,17700
7525851208477576470,2100000,16600,94200,376,17000
7526112688666135830,1600000,10600,285100,620,10400
7526482541109529878,1400000,2499,74100,734,7535
7527646409038908694,1600000,4767,198500,228,1014
7525193240166010135,1600000,3322,42200,571,2029
7527346847669603606,1400000,12600,276800,1020,14600
7525186909996322070,19400000,92300,2000000,9583,685800
7525489717232684310,1200000,3399,60400,204,794
7525768267659644182,1300000,4136,77400,179,460
7526969601960201494,10900000,41600,825800,3390,20200
7525945563888520470,1500000,8857,159000,1963,10000
7526635976454720790,5400000,10800,339800,2051,5359
7523193591708044566,3600000,11100,215200,1353,29700
7525679427515108630,1200000,632,20400,160,1226
7526627555739307286,2700000,13100,333400,1228,14100
7526499207184780566,1300000,4444,64500,334,3953
7526613231490600214,1600000,3877,107300,537,347
7526575559833406742,1400000,190,2758,8,50
7526876056326917398,2600000,23600,346300,2407,14200
7524745710844038422,2600000,1758,28200,337,877
7525861442889846038,1600000,5355,207900,394,5354
7525869783196110102,8900000,16600,450500,788,5924
7526959127499705622,1300000,929,39500,103,550
7526624733253733654,2000000,11000,158800,1095,3408
7526251206549736726,1400000,1563,78600,134,1964
7526490754290650390,1400000,7259,162700,1009,2799
7525132552395394336,7100000,43900,853300,1272,187700
7527299422841998614,1700000,3706,133300,544,10400
7527270262698478870,2900000,10200,219700,6903,7719
7526985216129387798,1800000,5723,103300,874,1619
7527308310496808194,4300000,9569,287700,891,4973
7526502130715217174,1400000,4080,58200,368,4970
7526638263625420054,1800000,13200,381700,2164,20300
7526185892407495958,2300000,4980,156800,1109,27300
7526917188314402050,38400000,174400,3700000,37400,2200000
7526091654718065942,2400000,9383,130500,1478,28900
7524367234261634326,9600000,6217,346000,1677,970
7526306988985224470,1200000,1324,18500,877,1676
7526212982758575415,43300000,444800,8500000,16200,3400000
7525146815579049238,1500000,3472,84000,1449,1621
7525447695784348983,45500000,217600,6400000,18400,68900
7527647849748663574,2600000,11300,175700,2110,2902
7524118947382168854,28800000,80200,1800000,3710,24100
7527392487661407511,1200000,2795,94400,128,1500
