video_id,views,collects,diggs,comments,shares
7532365326902676768,1700000,4135,88000,1336,9537
7530031966960340257,30300000,182000,3200000,20400,967400
7531296529957588246,1200000,670,37300,443,3785
7531299148528635158,1600000,7189,159100,781,7332
7530576819708267799,1700000,1310,33500,34,120
7530394040076979478,19500000,56400,1700000,2885,11600
7530953310128377110,994900,1113,23400,29,320
7530987636941442326,1000000,3628,112900,1219,762
7531313905625271574,803100,904,54500,41,653
7532181013196311830,2000000,14800,423200,1144,18100
7531748821500579094,1400000,6445,103000,588,9052
7531061280166153494,1400000,4208,173900,91,376
7531834510791560470,1200000,2209,46700,780,16100
7531367962339527958,1400000,5019,153800,433,1309
7531689732753968406,1400000,893,5305,101,163
7532043088663956743,1200000,2279,117400,813,4694
7529950001678634295,34400000,38000,842600,2577,62300
7530676733943483670,1200000,1629,12900,570,6163
7531448858799328518,13600000,31200,957600,1118,31300
7532089401292180758,2100000,12900,247600,2529,37900
7531855234566458646,988300,2143,88300,0,6419
7531045432609246520,43100000,55900,1500000,4160,15400
7532039538852498710,1300000,2369,71400,1027,743
7531782163671436566,2600000,9770,264100,1977,58500
7532124459222781206,1200000,4247,56600,797,18100
7531365652972440854,2400000,2940,37800,2084,4580
7530723301006544150,884100,3139,97300,50,725
7530592498901585174,18000000,16600,722400,1022,91100
7532437707394518294,1700000,9609,286500,521,14100
7530187620387818775,963300,2309,29700,145,1175
7532162984584498445,53200000,245800,4000000,22200,1200000
7531694062164823318,794200,937,24800,295,1393
7531126886055841046,1400000,3447,109000,6826,7085
7531103640136748310,826800,371,3879,76,129
7532173651257478422,1500000,5914,161800,944,31300
7531366365085650198,1100000,3087,71100,371,1989
7532216276840647958,1100000,1671,55100,229,1850
7531422353083960578,727400,1935,42300,448,2998
7531394059424763158,1100000,9216,186200,246,7224
7531800897513475350,1100000,6155,97400,215,1520
7532250703436303638,1500000,1326,73300,769,1520
7531308086489845014,1300000,14000,247700,695,19300
7531058615785000215,943600,812,12400,429,5499
7532258111386570006,1500000,3622,105400,793,22500
7531245065587510533,108,1,8,1,0
7531311955034803478,82800,263,3200,130,319
7531201621817117974,2994,10,193,8,9
