filename,prompt_method,elapsed_time_processor,elapsed_time_generate,response
6877596990742580482.mp4,simple_prompt,3.4563424587249756,10.976950645446777,not harmful
7088294112385944838.mp4,simple_prompt,6.5911149978637695,6.086010694503784,harmful
7109539613584280838.mp4,simple_prompt,3.3402509689331055,5.93567681312561,not harmful
7125746944718195973.mp4,simple_prompt,1.922485589981079,5.303792953491211,not harmful
7147006134648311045.mp4,simple_prompt,1.6895360946655273,6.0993287563323975,not harmful
7179230287287602438.mp4,simple_prompt,4.64994215965271,5.8894007205963135,not harmful
7181779872665160987.mp4,simple_prompt,0.9469029903411865,2.0435421466827393,not harmful
7224084683972168986.mp4,simple_prompt,1.4448869228363037,4.996044158935547,not harmful
7236105466164645125.mp4,simple_prompt,1.7241015434265137,5.4501073360443115,not harmful
7244169215295425819.mp4,simple_prompt,8.479863166809082,5.894631385803223,not harmful
7296111153678273825.mp4,simple_prompt,1.808459997177124,6.332225322723389,not harmful
7302810829399805216.mp4,simple_prompt,8.82843542098999,5.839545726776123,not harmful
7387770845847997728.mp4,simple_prompt,4.7184295654296875,5.6296539306640625,not harmful
7389897779604147489.mp4,simple_prompt,3.3580191135406494,6.185403823852539,not harmful
7397108398703004961.mp4,simple_prompt,3.5594234466552734,5.787943124771118,not harmful
7400080103746719009.mp4,simple_prompt,1.9488444328308105,5.995915651321411,not harmful
7405545761762463009.mp4,simple_prompt,6.7791969776153564,5.834362983703613,Dangerous Activity and Challenges
7434218291268160791.mp4,simple_prompt,3.2755701541900635,5.43561053276062,not harmful
7444252433737387286.mp4,simple_prompt,1.7454237937927246,6.259318590164185,not harmful
7458262513440918806.mp4,simple_prompt,1.6406583786010742,6.383920431137085,not harmful
7460491818732391702.mp4,simple_prompt,2.655916929244995,6.263031721115112,not harmful
7462310616657644822.mp4,simple_prompt,3.363355875015259,5.80693507194519,Dangerous Activity and Challenges
7466174234088230166.mp4,simple_prompt,1.0869152545928955,4.002590179443359,harmful
7466438030002261270.mp4,simple_prompt,4.251868486404419,5.7711241245269775,not harmful
7470415804127792406.mp4,simple_prompt,1.5006039142608643,5.867899417877197,not harmful
7483143172424568086.mp4,simple_prompt,1.0660130977630615,3.682478904724121,not harmful
7484173564115995926.mp4,simple_prompt,1.6973259449005127,6.029635190963745,not harmful
7491403583548591382.mp4,simple_prompt,0.923588752746582,3.0021958351135254,not harmful
7498596231657098551.mp4,simple_prompt,3.844890594482422,6.083479404449463,not harmful
7499836724701367574.mp4,simple_prompt,8.892327547073364,5.831218004226685,not harmful
7500547339354983702.mp4,simple_prompt,2.0081968307495117,4.417959451675415,not harmful
7503547470006226198.mp4,simple_prompt,4.195611476898193,5.847334623336792,not harmful
7503623167622139158.mp4,simple_prompt,2.6181552410125732,6.243195295333862,not harmful
7506163301282237718.mp4,simple_prompt,1.6471569538116455,7.335696697235107,not harmful
7507659289356422422.mp4,simple_prompt,1.9147639274597168,5.448293209075928,not harmful
7514299779073969431.mp4,simple_prompt,3.0370380878448486,5.474656343460083,harmful
7515741420045602070.mp4,simple_prompt,1.0703344345092773,3.3581087589263916,not harmful
7516615886258588950.mp4,simple_prompt,3.277535915374756,5.77892804145813,not harmful
7516855735884565782.mp4,simple_prompt,1.9643597602844238,5.369938611984253,not harmful
7518088307402722582.mp4,simple_prompt,1.8431353569030762,6.931182384490967,not harmful
7518799233026362646.mp4,simple_prompt,16.666849851608276,5.73897385597229,not harmful
7519166988380278038.mp4,simple_prompt,2.0946691036224365,5.79703426361084,not harmful
7519826511478836536.mp4,simple_prompt,5.96504020690918,5.876549005508423,not harmful
7519981705139113238.mp4,simple_prompt,3.3529534339904785,5.494887590408325,not harmful
7520297317203709206.mp4,simple_prompt,1.970031499862671,6.7720818519592285,not harmful
7523294263795289366.mp4,simple_prompt,2.770435094833374,5.643044948577881,not harmful
7525124927331044630.mp4,simple_prompt,0.576373815536499,2.1068389415740967,not harmful
7525482564522364182.mp4,simple_prompt,3.1472949981689453,5.495523691177368,not harmful
7525505003713219862.mp4,simple_prompt,6.543934106826782,5.65320897102356,not harmful
7525764595445763350.mp4,simple_prompt,0.7738285064697266,2.485607147216797,not harmful
7526212982758575415.mp4,simple_prompt,1.439166784286499,6.075983762741089,not harmful
7526273344476286230.mp4,simple_prompt,1.1406769752502441,2.5323619842529297,not harmful
7526278304085675286.mp4,simple_prompt,1.1742334365844727,3.8686866760253906,not harmful
7526459933156478230.mp4,simple_prompt,0.9781193733215332,3.399413585662842,not harmful
7526701516003020054.mp4,simple_prompt,0.8853981494903564,3.1102042198181152,not harmful
7526973477438459158.mp4,simple_prompt,1.1362426280975342,3.913139581680298,not harmful
7527346617104551190.mp4,simple_prompt,1.3198530673980713,4.388384819030762,not harmful
7527687400240254230.mp4,simple_prompt,1.758927345275879,5.075946807861328,not harmful
7527691460171418902.mp4,simple_prompt,1.2032756805419922,4.578481674194336,not harmful
7527967112753679647.mp4,simple_prompt,1.4047818183898926,5.22719407081604,not harmful
