video_id,comment,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
7530357500676181270,Riposa in pace caro Thiago♥️,0.0004944978863932192,6.093268530094065e-05,0.0005455058999359608,0.0001290312357014045,0.00044412605348043144,7.663592259632424e-05,4.6643472160212696e-05
7530357500676181270,È inutile piangere adesso che è morto dovevi esserci quando aveva bisogno di te nonostante i soprusi fatti da Thiago causati da una malattia pregressa ora potrà trovare la pace che nessuno è stato capace di dargli vola in paradiso sei un angelo 👼🏻 THIAGO ELAR r.i.p. 💔💔💔🙏🏻🙏🏻🕯️🥲🥲😭,0.04091700538992882,0.0003365185984876007,0.004693587310612202,0.0007174771162681282,0.015420728363096714,0.0005382487433962524,0.0004168557352386415
7530357500676181270,"Non è assolutamente facile stare vicino a un paziente con disturbi psichiatrici, sono infermiera e conosco benissimo la disperazione di un genitore che avrebbe dato la propria vita per salvare il proprio figlio. Purtroppo la realtà ci riporta ad una consapevolezza dura e drammatica,e cioè che le malattie mentali non hanno sempre un lieto fine. La madre di Thiago ha perso la sua battaglia e credetemi che nulla è finzione .",0.0046271877363324165,0.00381041900254786,0.005120592191815376,0.0024710630532354116,0.004974205978214741,0.004133512731641531,0.003935988526791334
7530357500676181270,Come si chiama la mamma di thiago?,0.025698140263557434,9.430502541363239e-05,0.0035742821637541056,0.000638590136077255,0.023293474689126015,0.00012902397429570556,0.00043124676449224353
7530357500676181270,Merda merda merda dí mamma,0.9938849806785583,0.02901443839073181,0.11215376108884811,0.015814857557415962,0.07130789011716843,0.00791272521018982,0.17358319461345673
7530357500676181270,"cosa ne sappiamo noi di cosa può avere sofferto questa donna....
conosciamo la versione di tiago....
non giudichiamo...
condoglianze alla famiglia
Tiago rip🙏",0.005116422660648823,0.00014414105680771172,0.0006510380189865828,0.00165743927937001,0.0020582489669322968,0.00025728053878992796,0.0004598491359502077
7530357500676181270,"NON GIUDICATE.....ERA STATA PICCHIATA, NON UNA VOLTA....THIAGO SOFFRIVA DI UNA GRAVE MALATTIA MENTALE...NON POTEVA STARE A CASA....NON GIUDICATE SE NON SAPETE....IMPARATE A CAMMINARE CON LE SCARPE DEGLI ALTRI...RIPOSA IN PACE CARO RAGAZZO. ORA SEI LIBERO....",0.32092344760894775,0.005803712178021669,0.012342358939349651,0.006821024231612682,0.18170654773712158,0.00695932237431407,0.008942712098360062
7530357500676181270,"Rimango sconsolata da certi commenti!
ma avete capito che malatia aveva thiago ,non tutto ciò che diceva era verità, implorava aiuto,ma non lo accettava, passava da fasi di isteria alla finta calma ...chiedeva soldi privatamente a chi le porgeva la mano !..ma da 4 video noi sappiamo cosa realmente sia sucesso? finiamola di giudicare senza sapere ,non siamo la corte suprema ..rispetto per entrambe le parti ma in silenzio",0.0045585972256958485,2.9705219276365824e-05,0.00045389647129923105,6.799967377446592e-05,0.002615137491375208,5.559252531384118e-05,5.8882025768980384e-05
7530357500676181270,ma smettetela di giudicare questa mamma. voi conoscete quello che la mente malata di Thiago vi diceva,0.7011294960975647,0.004193045198917389,0.005629739258438349,0.012317238375544548,0.3986242711544037,0.00819599162787199,0.0045685614459216595
7530357500676181270,Riposa in pace Thiago! Condoglianze alla famiglia 💔,0.0009967824444174767,0.0003423081070650369,0.0031459375750273466,0.00046398123959079385,0.0020066804718226194,0.0005503031425178051,0.00019487465033307672
7532546674804198678,where she at?,0.000710496969986707,2.4309465516125783e-05,0.0001898500631796196,0.00010544736869633198,0.0002674226416274905,6.079124068492092e-05,3.563439167919569e-05
7532546674804198678,BAHAHAH Melissa ist so sympathisch BAHAH,0.05312243476510048,0.0006018824060447514,0.015130173414945602,0.003939052112400532,0.011385965161025524,0.00029727263608947396,0.0005754782469011843
7532546674804198678,",,ich will auch lachen 🥺,,",0.07514391839504242,0.0020633582025766373,0.027385136112570763,0.001610828097909689,0.009325141087174416,0.008205501362681389,0.004721137695014477
7532546674804198678,Bro friss doch gleich deine Nägel,0.00040737795643508434,0.001696401508525014,0.011919165961444378,0.0021254909224808216,0.010909338481724262,0.0008425001869909465,0.0004184614517726004
