video_id,link,account,desc,harmful,reasoning,day
7526973477438459158,https://www.tiktok.com/@temp/video/7526973477438459158,,esperienza #perte #trekking #dolomiti #auronzo #trecimedilavaredo #cinesi #grotta,not harmful,"The description appears to be about a trekking experience in the Dolomites, specifically at Tre Cime di Lavaredo, and includes hashtags related to the location and activity. There is no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework.",
7531071828878429462,https://www.tiktok.com/@temp/video/7531071828878429462,,#costamerlata #perte #salento #sea #puglia #italy @rosella💅🏻👛🌷🍬🛍️💕💄,not harmful,"The description contains hashtags related to a location and personal tags, with no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework.",
7530259258202443030,https://www.tiktok.com/@temp/video/7530259258202443030,,Erkenn den Bart an …estaaaaaaaaa #viral_video#viral#fürdichpage#fypdong#viraliza#fürdich#vairal#viralizatiktok#viralizaae#viralizaai,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a general or humorous video likely related to facial hair, which is not harmful.",
7532077184995839254,https://www.tiktok.com/@temp/video/7532077184995839254,,“È stata una gravidanza cercata e voluta” 🎀 #GiuliaDeLellis parla della dolce attesa della sua Priscilla 💕 #Verissimo #davedere,not harmful,"The description discusses a wanted and planned pregnancy, which does not fall under any of the harmful content categories listed. It is a positive and personal announcement about expecting a child.",
7532922930603379990,https://www.tiktok.com/@temp/video/7532922930603379990,,non so ancora se sia reale o se stia sognando😳🎶 #bocelli #virginiabocelli #cantareconbocelli,not harmful,The description appears to be about a musical performance or experience involving Andrea Bocelli and Virginia Bocelli. It does not fall under any of the harmful content categories listed.,
7520297317203709206,https://www.tiktok.com/@temp/video/7520297317203709206,,🇫🇷🇩🇪 #foryou,not harmful,"The description only includes flag emojis and a hashtag, which does not fall under any of the harmful content categories listed.",
7530534267160399126,https://www.tiktok.com/@temp/video/7530534267160399126,,Mia mamma icona n.1 😂 #laureamagistrale #perte,not harmful,The description appears to be lighthearted and does not fall under any of the harmful content categories listed. It seems to be a personal or humorous post related to a graduation or academic achievement.,
7530807033600232726,https://www.tiktok.com/@temp/video/7530807033600232726,,Ij teng e paparell😂🦆#perte #foryou #papera,not harmful,"The description appears to be lighthearted and humorous, referencing a duck emoji and does not fall under any of the harmful content categories listed.",
7519981705139113238,https://www.tiktok.com/@temp/video/7519981705139113238,,mamma se stai guardando questo video non ho fatto nulla 🙏🏻,not harmful,"The description is in Italian and translates to ""mom if you are watching this video I didn't do anything 🙏🏻"". It does not fall under any of the harmful content categories listed, as it does not suggest any harmful behavior or content.",
7503547470006226198,https://www.tiktok.com/@temp/video/7503547470006226198,,You can try it this way too #learnfromkhaby #comedy,not harmful,"The description suggests a comedic video, likely involving a humorous take on a situation, which does not fall under any of the harmful content categories listed.",
7525124927331044630,https://www.tiktok.com/@temp/video/7525124927331044630,,#perte #fyp #mamma,not harmful,"The description does not indicate any content related to the harmful categories listed. It appears to be general or personal content, likely related to family or everyday life.",
7532898336269962518,https://www.tiktok.com/@temp/video/7532898336269962518,,Est-ce qu’Anna accepte d’aller dans la suite de l’Amour ? 😱🤣 #humour #pourtoi #foryou,not harmful,"The description appears to be related to humor and does not fall under any of the harmful content categories listed. It seems to be a light-hearted or comedic video, likely involving a playful or humorous situation.",
7532508942467960086,https://www.tiktok.com/@temp/video/7532508942467960086,,Versuche zurzeit ein paar meiner Follower zurück zu folgen❤️➡️,not harmful,The description is about following back followers on TikTok and does not fall under any of the harmful content categories listed.,
7532208700942077190,https://www.tiktok.com/@temp/video/7532208700942077190,,MY FAV DANCE !!,not harmful,"The description simply mentions a favorite dance, which does not fall under any of the harmful content categories listed.",
7527346617104551190,https://www.tiktok.com/@temp/video/7527346617104551190,,in fondo è pur sempre una DIVA 💕😍,not harmful,"The description translates to ""after all, she is still a DIVA 💕😍"" and does not fall under any of the harmful content categories listed. It appears to be a positive or admiring statement.",
7526701516003020054,https://www.tiktok.com/@temp/video/7526701516003020054,,Ma in che senso? E allora tutto quello in cui credevo…,not harmful,"The description is vague and does not explicitly reference any harmful content categories such as disordered eating, self-harm, or dangerous activities. It appears to be an expression of confusion or disbelief, which is not inherently harmful.",
7529659133415525654,https://www.tiktok.com/@temp/video/7529659133415525654,,Team beta o breakfast club?? @𝖆𝖕𝖔𝖑𝖔 @Álvarito🐍 @Viola Silvi @Fabio Ferrucci @Cristiano🌓,not harmful,"The description appears to be a casual mention of a group or team, possibly related to a social or entertainment context, and does not fall under any of the harmful content categories listed.",
7533599474694884630,https://www.tiktok.com/@temp/video/7533599474694884630,,"Dopo i primi due presunti incontri nella zona di Torriglia e il terzo ai piedi del monte Fasce, Pier Fortunato Zanfretta torna in servizio nell'entroterra genovese🚓 A Fallarosa, a pochi chilometro dal luogo dove avvenne il primo episodio, il metronotte tenta di comunicare con la centrale via radio: ha un forte mal di testa... e poi il nulla...👽 Colleghi e Polizia giungono sul posto ed è il caos 👉 nel quarto episodio vi racconteremo ciò che è successo, con una parentesi dedicata alle sedute di ipnosi a cui Zanfretta si sottopose (con registrazioni audio) Con noi Rino Di Stefano ed Enrico Pietra leggi l'articolo su mentelocale.it #mentelocalegenova #faimentelocale #ufo #alieni #abduction #genova",not harmful,"The description discusses a mysterious event involving UFOs and alleged alien encounters. It does not fall under any of the harmful content categories such as disordered eating, self-harm, dangerous activities, or any other listed harmful content. It appears to be a narrative or storytelling content related to alleged extraterrestrial experiences.",
7532199191431613719,https://www.tiktok.com/@temp/video/7532199191431613719,,Elle l’a fait 😱,not harmful,"The description ""Elle l’a fait 😱"" (translated to ""She did it 😱"") is vague and does not explicitly indicate any harmful content based on the provided framework. Without additional context, it does not suggest disordered eating, self-harm, dangerous activities, or any other harmful categories.",
7530376607287086359,https://www.tiktok.com/@temp/video/7530376607287086359,,La Polizia di Napoli ferma delle probabili vedette tra cui un pilota d'aereo,not harmful,"The description discusses a police action in Naples involving potential lookouts, including an airplane pilot. It does not fall under any of the harmful content categories listed, such as disordered eating, self-harm, or hate speech.",
7531347646338862369,https://www.tiktok.com/@temp/video/7531347646338862369,,"🙌 È diventato virale sui social il video di un bagnante che dà uno “schiaffetto” alla nuca di Paolo Bonolis in spiaggia a Formentera. In realtà lo “schiaffeggiatore” è Roberto Cenci, autore e regista di Mediaset, nonché amico di vecchia data del conduttore. Un siparietto tra amici che ha inizialmente generato grande dibattito tra gli utenti. Credits: Roberto Cenci",not harmful,"The description discusses a light-hearted and friendly interaction between two individuals, which does not fall under any of the harmful content categories. It is a playful moment between friends and does not promote any harmful behavior or content.",
7519826511478836536,https://www.tiktok.com/@temp/video/7519826511478836536,,Katherine acted so well that every time I see this scene I get confused 🤔 #famouseditxx #edit #fyp #katherinepierce #tvd #tvdu #thevampirediaries #ninadobrev #p4lsoc #jcqedits [all fake TikTok],not harmful,The description discusses an acting performance from a fictional TV show and does not fall under any of the harmful content categories listed. It is related to entertainment and does not pose a risk to minors.,
7529247827004869920,https://www.tiktok.com/@temp/video/7529247827004869920,,"Quando la realtà supera il meme...🤯 FORZA NAPOLI, ed è subito 'SKIBIDIBOPPI' dal ritiro del Napoli 😅🤣 #SSCNapoli #Lombardo #JuanJesus",not harmful,"The description appears to be about a sports team, Napoli, and includes some light-hearted humor and support for the team. It does not fall under any of the harmful content categories listed.",
7529854406465015062,https://www.tiktok.com/@temp/video/7529854406465015062,,no rega spiegatemi #paranormal #mare #perte #aiuto #hopaura,not harmful,"The description appears to be about a paranormal or supernatural topic, which does not fall under any of the harmful content categories listed. It seems to be intended for entertainment or curiosity rather than promoting harmful behavior or ideas.",
7531304252568767766,https://www.tiktok.com/@temp/video/7531304252568767766,,"Prodotti scaduti addirittura da oltre vent’anni, chili di tartufo privi di indicazioni sui canali di approvvigionamento e altrettanti di porcini senza documenti di verifica di commestibilità e salubrità, ma anche cani e gatti liberi di muoversi sui piani di preparazione dei piatti da servire ai clienti. E queste non sono che alcune delle irregolarità riscontrate dai carabinieri del Nas di Bologna in numerosi rifugi controllati sull’Appennino emiliano romagnolo, all’interno dei parchi regionali. Dei 16 rifugi controllati, solo quattro sono risultati completamente in regola, mentre altri quattro sono stati sospesi. Complessivamente, dunque, sono state elevate sanzioni per circa 27 mila euro. Alcune irregolarità, come anticipato, sono risultate anche molto gravi: complessivamente sono stati sequestrati oltre 700 chili di carni (daino, cervo, cinghiale, bovino), trote salmonate, salumi, latticini, bevande e altri alimenti scaduti, in alcuni casi da oltre 20 anni; tutti prodotti in attesa di essere somministrati o utilizzati nella preparazione dei piatti da servire ai commensali e agli escursionisti, numerosi specie nel periodo estivo. Il valore complessivo dei prodotti sequestrati è stato stimato in circa 35 mila euro. 👉 L'articolo completo di Federica Nannetti prosegue sul Corriere #rifugi #nas #cibo",not harmful,"The description discusses food safety violations and inspections by authorities, which does not fall under any of the harmful content categories listed. It is informative and does not promote or depict harmful behavior.",
