video_id,views,collects,diggs,comments,shares
7526937258897739030,2700000,13700,146800,1024,41800
7527637221105503510,4300000,31800,750700,5278,45700
7526263941396483350,1900000,8731,210300,1043,12400
7526946789207903510,2300000,6234,226900,905,17000
7526943912662027542,3400000,9222,308500,3713,15200
7526246537375190278,61900000,29300,1300000,7016,13300
7526610866733681942,1800000,7794,116100,845,10400
7526202804948536598,62600000,259600,6400000,14100,1900000
7526670715777551638,3200000,4555,58500,1232,2330
7526973477438459158,2300000,16100,312900,486,14900
7527328321701481750,1500000,10100,176900,873,8856
7525875310387023126,3500000,5236,89700,1166,14700
7525761551710588182,20500,90,1042,1,1
7525092050409213191,28700,121,1525,4,3
7522548886532115734,72100,592,5984,6,54
7526045395546443030,414900,3392,74800,114,2040
7525420764900642070,343000,731,31000,18,38
7520166948001320214,36300,275,2731,14,83
7516671680916360470,10800,67,1003,39,37
7511065809528147222,9052,6,317,7,16
7527520957162884374,341,0,14,0,0
7526582419839831318,691600,475,18000,118,555
7525495063346941206,48800,560,3319,299,2059
7523154134309063958,27900,97,2544,8,265
7520252571496221974,248600,4888,36200,633,2496
7526231835630636310,20300000,14600,218500,1793,20500
7526558288289303831,29800000,202500,3100000,25600,1500000
7526234388783303958,6400000,6001,133300,411,4186
7525871918826753302,1600000,2993,104400,4423,1360
7526536592266235158,17200000,77100,1900000,2293,37500
7526615233520061718,3400000,3635,129100,2554,2104
7526510817370524950,11300000,17000,437100,4259,12200
7526590499357052182,1500000,1576,70500,325,304
7525499368191855894,2600000,2597,61900,817,3246
7526494678363950369,3700000,7158,218200,1854,3273
7526663027203034390,1500000,4631,69000,299,10200
7526570064632483094,4300000,24300,238700,678,17500
7525573634211990817,47000000,141800,1500000,31100,416400
7526086824318553366,1500000,2020,11400,984,2246
7526964038979341590,2400000,23000,348500,984,4719
7525420247810051350,2000000,14700,207700,1294,4948
7525114524895137037,73600000,301200,8700000,43900,2700000
7526101249452674326,2900000,33300,492500,1062,75400
7525877803401907458,3600000,15500,377300,2348,52100
7526459933156478230,1200000,1563,71100,139,1548
7527691009958923542,3600000,26800,627600,2001,21300
7526122349804915990,19000000,30100,453600,6485,161700
7527402810107759894,4212,19,170,6,3
7527255145306950945,113000,567,6867,24,2161
7506299734106148118,162000,1150,10700,82,3716
7526877172607290646,345700,3084,40700,196,1805
7514779148867456278,333000,5424,42800,419,4859
7526600044082990349,44900,303,4574,71,336
7515475169922665750,8364,28,415,0,4
7527234357371637014,7629,161,1016,9,34
7525048311686909206,370200,239,2935,818,292
7526695394533756182,466900,1264,9710,133,4913
7526220244042534166,2300000,8932,189500,2409,36100
7525775639949937943,1500000,5033,105400,501,724
7526995650865630486,1000000,4966,124300,841,3795
7527285348062235926,2100000,24800,464100,1284,22500
7526274089372093718,2800000,42300,277200,1539,42300
7525802740962823446,2000000,13000,175700,1812,17700
7520572444210482454,28900,34,1785,203,15
7526905278579674390,182400,1260,14500,153,1806
7510667996663270678,282,1,35,4,0
7527354176406310166,71000,161,1613,46,118
7525953138440883478,1300000,3511,34900,360,4398
7527433655417965846,12200,42,558,23,67
7512736589114559766,1000000,3544,72700,4032,1840
7527249244781137174,533000,792,23400,1273,488
7526955137814777110,7176,76,262,10,63
7527336609298009366,640,0,31,2,0
7526523953360227606,568200,130,1652,14,51
7526954266200706326,1516,13,149,68,0
7512038344616955158,26200,53,1745,352,25
7525592369954295042,1400000,9007,265000,537,4932
7526112688666135830,1600000,10600,285200,619,10400
7527629465963351318,112,0,6,1,0
7526416656361409800,1700000,38900,273400,101,4712
7517604052809682181,393900,3333,26400,122,157
7526601860543810838,107900,2649,14900,543,2261
7526700823426977046,3000000,25100,313300,2360,18100
7508860463392771346,351700,7572,67000,201,4305
7525845314721369366,25800000,182400,2700000,13700,528200
7526804393841249541,31800,3061,8350,132,541
7527419570777459991,78100,1152,18500,62,4760
7526655380450004230,7100000,47700,1000000,1275,38100
7526482541109529878,1400000,2499,74200,734,7538
7527646409038908694,1700000,4960,205200,236,1058
7525193240166010135,1600000,3331,42300,572,2031
7527346847669603606,1500000,13000,283600,1048,14900
7524770156736744710,21300000,10500,202400,3127,4532
7525186909996322070,19400000,92600,2000000,9629,687300
7525489717232684310,1200000,3406,60600,204,796
