video_id,views,collects,diggs,comments,shares
7530357500676181270,6200000,7695,161900,7190,2266
7529744962682948870,317700000,778000,14800000,93200,4700000
7529565931106848022,915300,17100,175100,1686,10100
7530385488180514070,2700000,7750,94600,1080,4631
7523186145224592662,53700,425,7476,16,90
7528499584839060758,100500,694,6447,148,131
7530306114039172374,197300,3722,39900,244,2671
7520675480173939990,6300000,7059,114000,617,5046
7532508942467960086,412200,2586,53300,346,443
7532159928069262614,1600000,5971,121100,660,584
7532546674804198678,436100,3773,62400,519,409
7532508942467960086,412200,2587,53300,346,443
7532508942467960086,412300,2587,53300,346,443
7532508942467960086,412300,2587,53300,346,443
7532546674804198678,436200,3773,62400,519,409
7532159928069262614,1600000,5971,121100,660,584
7532508942467960086,412300,2588,53300,346,443
7532546674804198678,436300,3773,62400,519,409
7532508942467960086,412400,2588,53300,346,443
7527703733271153942,3900000,33400,474700,13100,1875
7532508942467960086,412400,2588,53300,346,443
7530302503150210326,3500000,39300,505900,7617,2349
7532508942467960086,412400,2588,53300,346,443
7532508942467960086,412500,2588,53300,346,443
7532508942467960086,412500,2588,53300,346,443
7532159928069262614,1600000,5971,121100,660,584
7532508942467960086,412500,2588,53300,346,443
7532159928069262614,1600000,5971,121100,660,584
7532508942467960086,412500,2588,53300,346,443
7532508942467960086,412600,2588,53300,346,443
7532546674804198678,436600,3776,62500,519,409
7532576542073916694,640000,3191,99600,365,1229
7532508942467960086,412600,2588,53300,346,443
7532508942467960086,412600,2588,53300,346,443
7532508942467960086,412600,2588,53300,346,443
7532524613503585558,1300000,2057,66500,392,472
7532496088255991063,2500000,4821,248700,299,5030
7532508942467960086,412700,2588,53400,346,443
7532508942467960086,412700,2588,53400,346,443
7532546674804198678,436800,3776,62500,519,409
7532546674804198678,436800,3776,62500,519,409
7532508942467960086,412700,2588,53400,346,443
7532508942467960086,412800,2588,53400,346,443
7532508942467960086,412800,2588,53400,346,445
7532546674804198678,436900,3778,62500,519,409
7532546674804198678,436900,3779,62500,519,409
7532508942467960086,412800,2589,53400,346,445
7532508942467960086,412800,2589,53400,346,445
7532508942467960086,412900,2589,53400,346,445
7532508942467960086,412900,2589,53400,346,445
7504667813332716822,558000,6496,95400,535,2120
7526939478082981142,1100000,3130,88700,1147,1067
7526939478082981142,1100000,3130,88700,1147,1067
7526939478082981142,1100000,3130,88700,1147,1067
7532508942467960086,412900,2589,53400,346,445
7532508942467960086,412900,2589,53400,346,445
7532159928069262614,1600000,5971,121100,660,584
7526939478082981142,1100000,3130,88700,1147,1067
7532159928069262614,1600000,5971,121100,660,584
7532286141416951062,525700,1290,65200,309,359
7532508942467960086,413000,2589,53400,346,445
7532508942467960086,413000,2590,53400,346,445
7532159928069262614,1600000,5971,121100,660,584
7532159928069262614,1600000,5971,121100,660,584
7532159928069262614,1600000,5971,121100,660,584
7532159928069262614,1600000,5971,121100,660,584
7532508942467960086,413100,2590,53400,346,445
7503547470006226198,9800000,21600,667300,12000,6965
7532159928069262614,1600000,5971,121100,660,584
7527750945023790358,26700000,130600,2700000,37500,98800
7532508942467960086,413100,2590,53400,346,445
7532508942467960086,413200,2590,53400,346,445
7532508942467960086,413200,2590,53400,346,445
7532508942467960086,413200,2592,53400,346,445
7532508942467960086,413200,2592,53400,346,445
7532508942467960086,413200,2592,53400,346,445
7510308385716309270,2200000,13600,151700,725,3857
7532546674804198678,437700,3783,62600,519,409
7532159928069262614,1600000,5971,121100,660,584
7532508942467960086,413300,2592,53400,346,445
7510308385716309270,2200000,13600,151700,725,3857
7532508942467960086,413300,2592,53400,346,445
7532199191431613719,1100000,4197,110400,476,796
7529541420781341975,690600,1329,42000,354,452
7532546674804198678,437800,3784,62600,519,409
7532508942467960086,413300,2592,53400,346,445
7532508942467960086,413300,2593,53400,346,445
7532508942467960086,413400,2593,53400,346,445
7532508942467960086,413400,2593,53400,346,445
7532508942467960086,413400,2593,53400,346,445
7532286141416951062,526000,1291,65200,309,359
7532286141416951062,526100,1291,65200,309,359
7532508942467960086,413400,2593,53400,346,445
7532464411512933654,4300000,37200,605900,1755,4129
7533231674411601174,10500000,47200,392200,5899,143600
7531719408578874657,10000000,18200,302000,2506,28500
7531805140089670934,3000000,4673,140900,2990,2467
7529569334985788694,23300000,59000,1300000,3348,9977
7531361671105776918,10400000,43300,655900,1861,177900
7532105932562517270,2700000,43900,413000,1283,74800
7530990882141621526,2400000,4699,41000,330,5904
7527706802671144214,33700,52,1486,8,41
7523648596969852162,103700,566,3297,91,88
7532956539217333526,965500,6027,159200,691,24300
7532023373044452630,1800000,4616,61500,345,5014
7529630928533015838,5500000,1812,76900,104,442
7520418242356104479,2200000,5730,75800,612,4847
7533327703538158870,21200,38,1509,8,5
7529064429309168901,2900000,2429,83400,159,3736
7531836592781085982,883600,6814,99500,356,3471
7530741601904102678,2100000,2648,105400,233,3398
7528147807656758550,16900000,36600,908600,7136,36500
7530687453380824352,26200000,38600,240600,2570,42500
7530588626183343382,3800000,11800,196400,2012,22300
7532501194552380679,2700000,13100,40100,1241,16400
7530962479418019094,2900000,8215,311600,329,2621
7532463845349281046,3400000,18600,420000,1526,38300
7532086048709414166,3300000,19200,342700,3067,20500
7531502799276772630,3000000,9683,229600,899,11200
7531467510630157590,4300000,6702,92500,566,2657
7530807033600232726,2000000,15800,240500,782,24200
7531393416618347798,2500000,689,19500,59,1136
7532868256961432854,3000000,4285,117400,4501,15500
7531818494866836758,2600000,3770,74800,337,1944
7531013545220132118,1900000,4607,158300,284,1008
7531080164038479126,1500000,1494,50200,338,1515
7531373934084623638,2000000,5256,113100,1287,4032
7531104837413440790,1900000,14100,324700,327,3627
7531500457538260247,884,1,66,1,3
7531668778694741253,156400,903,10500,196,350
7531098466454424854,1464,12,54,38,67
7531781173043940630,52700,78,4979,250,108
7533329373630352662,15600,28,209,4,20
7532957481635564822,136800,147,6188,2865,63
7533172000613846294,12200,13,395,368,11
7523606488779197727,967200,1315,28300,990,616
7529249259518971158,4468,20,176,2,29
7532930475866869014,178800,2877,3289,87,1548
7530616669979577622,2800000,6246,128900,691,17000
7531380130166443286,2100000,4491,52400,446,3559
7531777564046576918,1800000,2405,103000,534,5283
7531673034499837206,3000000,19000,527800,2569,21700
7532437707394518294,1900000,10600,317400,566,15200
7530928044723146006,2300000,8968,280100,3277,7117
7531101358573866253,56200000,550700,9100000,25700,236800
7531080164038479126,1400000,1420,47500,330,1476
7531818494866836758,2400000,3420,67300,314,1796
7530887376135130390,1600000,863,11100,0,5762
7531380130166443286,1900000,4152,47900,416,3346
7529864656513518870,1700000,3208,126300,308,2120
7532900802801700118,2600000,30900,393600,2073,66600
7531384318690692374,2500000,4028,161200,2259,4895
7531812920099917078,1700000,4593,80400,489,11900
7530978977444285718,1400000,3797,91800,367,9352
7532481318311988502,1700000,2694,103400,1509,6493
7532590722646576406,2400000,4478,140700,6118,2243
7532581273483627798,1800000,9309,250000,2463,53000
7531736806056824086,2500000,6300,134100,7907,5106
7532023373044452630,1800000,4669,62600,350,5070
7530669639613893910,7300000,60300,917900,3084,13900
7527751375669775638,2700000,26400,124100,2982,93300
7532996037938613510,6800000,61100,342200,6764,32800
7525450509260590358,439000,3909,36800,325,18500
7531065409630440726,274200,19600,86800,634,4972
7532676226301824278,1500000,9729,142800,1143,5108
7509889992450215199,21500,81,1984,53,76
7532649964451712289,744000,10200,58600,240,1257
7533333437906750742,3574,61,491,2,39
7533287100599373078,484900,3993,52700,427,8501
7533346864825912589,558400,6864,62700,206,6772
7533413150574562582,44700,345,3514,72,372
7533370489331322134,51600,308,5886,49,133
7533372855925378322,51700,788,4107,108,548
7531394465085394208,2200000,3446,37000,501,16600
7530887376135130390,1700000,869,11200,0,5802
7533274706279959830,603900,3119,99900,732,365
7459061044586007830,1400000,6183,68200,3219,4596
7533590186609904918,30700,106,2340,19,20
7528408390092000534,596100,3135,76800,517,503
7519557639211142422,2500000,10500,91100,1906,1686
7531733709532220694,1300000,2370,102200,318,4462
7528575429469326614,74000000,499100,7300000,62200,1800000
7530357500676181270,6200000,7701,162000,7191,2267
7512224050282908950,5100000,42700,480500,2384,148000
7524036667099925782,4000000,60800,801800,2938,70600
7520490124459937047,4200000,38400,463700,4048,157400
7532452076165565718,1900000,1430,34700,930,2296
7532475577261968662,5700000,16000,161700,2187,74100
7531870908798094625,95200000,413400,4800000,86700,1900000
7532113387233266966,1600000,5578,107300,223,1887
7532181013196311830,2200000,16100,461700,1257,19400
7531106356854639894,2100000,10300,280700,705,14600
7531068866139671830,4200000,28300,438300,1797,7519
7530764516867443990,2400000,16700,250400,1344,13800
7531730447521287446,1400000,3351,167900,316,2075
7531860491245800726,1100000,2265,89600,362,6272
7530587705231674646,2700000,2180,32000,635,6677
7532173651257478422,1600000,6195,169100,980,32800
7531054682953764118,3600000,6093,188900,819,2596
7532053203643419926,3200000,16400,316200,1709,4852
7531694551648587013,1800000,10500,254500,796,4611
7532258111386570006,1700000,4332,119700,1075,24200
7530693608815594774,1400000,1564,59000,287,6626
7531364590555368726,1500000,1502,63800,1347,2036
7531354361071439126,2100000,13500,280500,2416,15700
7530720070926863638,64000000,204200,1300000,11500,546700
7532947773264547094,1600000,5602,240200,258,5451
7532166940006157590,1500000,7636,202000,237,2466
7530620774042881302,1800000,9827,205200,1299,6877
7531347646338862369,1200000,509,8956,67,138
7532510275002535191,1400000,3366,171300,310,2827
7530988039875661078,1400000,2820,202600,389,4121
7530930464593431830,1900000,9603,181500,1865,43800
7529657626947374349,87100000,728800,12100000,37600,4100000
7532178122523888918,2100000,9403,289400,675,1421
7531788716294081815,4400000,26900,513800,2124,84800
7531888119193308438,3500000,25200,246600,4657,22100
7530979068397784342,3700000,11500,144700,6027,17600
7531071828878429462,1300000,612,23700,45,125
7531757245827173654,1300000,2717,122000,546,524
7530930408314146070,1500000,22400,349500,1622,29400
7532545322627714326,1100000,1519,79200,345,2676
7532185905700949270,3300000,6423,193500,1234,30600
7531755225275763990,12400000,9304,217500,1888,8776
7530573778242309398,1200000,5398,50800,303,2508
7533323523641691414,150600,1222,32300,207,268
7526581355409427734,199500,2939,21700,56,598
7515031539550358806,9836,38,1755,3,22
7527442179166440726,235300,1679,19300,44,330
7530739042195967254,1600000,2516,95800,1753,560
7532254280611368214,2100000,1639,68600,935,2097
7532454117671718166,1200000,5472,218700,362,6410
7531375076239805718,2500000,18100,125000,207,18400
7532365326902676768,1800000,4367,92600,1397,10000
7533319556308258070,2790,22,252,6,2
7532641511872236822,663400,1079,13100,560,1022
7532192446671899926,2100000,2953,89800,535,3411
7509775495991463190,169000,1131,8145,91,1829
7532825573748493590,416500,2773,39900,593,534
7531459067114491158,1200000,5196,122000,960,4149
7532036682049260822,4500000,10100,206300,4254,88900
7532466118292720918,1500000,2344,46400,197,10600
7531099480112762114,2000000,4248,33900,927,2621
7531728589004229910,1000000,3282,82900,264,6134
7530507836271381790,52200000,464500,8400000,36600,1100000
7530826607242628365,45500000,82100,2600000,9219,329000
7533265402017762582,2362,23,99,12,91
7531483365355130134,60900,121,3606,22,433
7533293583818951958,10800,29,416,6,13
7528092993262423352,91200000,99800,1200000,46100,2000000
7532614370858208534,125800,509,18800,66,367
7532983234519387405,10000,60,643,6,4
7533466132494257430,2106,16,372,18,9
7527049798566841622,1247,1,22,2,2
7521329985248906518,32200,467,2063,27,1061
7532862419274698006,57100,254,1990,163,400
7532782252170693910,4858,7,269,21,9
7530974536011877654,2200000,5331,114100,549,3373
7532028323438791958,2000000,2886,55900,1958,8470
7532216276840647958,1100000,1790,59400,236,1952
7533578166661631254,19500,67,1098,9,63
7532931221786086678,822900,2094,52200,444,5273
7533311216215756055,119900,2384,21300,814,848
7529253746660887830,8800000,97600,1300000,4585,162300
7533200456886127894,450300,2758,35200,78,2366
7505369653628112150,103500,1657,18300,105,205
7531009502632791318,72100,203,4687,8,46
7520678584722148630,2800000,13800,428300,858,1687
7518812020599311638,300800,1644,47500,189,285
7532224818674961686,2400000,8225,142900,1128,13300
7531737964984945942,921800,753,32000,316,1553
7531218664905886998,2000000,3168,118800,452,3177
7531737073544465686,1500000,10600,200500,519,7684
7531087528154221846,4000000,12700,220700,762,3431
7532162984584498445,61500000,271300,4400000,26600,1300000
7531386766427835670,8900000,5440,37600,4268,17000
7531882652417215766,1800000,7220,197200,1488,12400
7530943461055335702,1400000,5443,101800,401,6413
7532840554669919510,2400000,2730,95500,1046,1511
7531465539147844886,980600,1658,59800,69,4872
7532082730868231446,2500000,3840,98000,998,2188
7532922930603379990,2200000,5767,136000,888,3640
7531480010130001182,21200000,34600,850200,608,48900
7530612552456375575,1800000,1393,11900,1664,279
7530327977503001878,4800000,14700,164600,6096,35900
7530463108331031838,59600000,172500,3800000,17700,827400
7531158634395569410,43200000,126000,2800000,12000,380300
7532199520122260758,1700000,3301,70000,3455,2831
7532921033150680342,1800000,1563,58000,2000,11900
7531435625048739094,1100000,5285,151300,1018,15600
7531733573494246678,1900000,4407,59400,2110,2269
7532077184995839254,1700000,4023,113400,975,7078
7531041274204294422,11100000,27100,558800,7862,17200
7530567986910874902,899200,1500,78100,474,792
7531472225946389782,2100000,10600,325900,1608,37500
7525442388131613974,1900000,3404,137500,236,1217
7530699467654401302,1000000,1577,57300,90,1346
7531707173982752022,2100000,6991,233900,459,10100
7530534267160399126,2100000,2781,128600,461,3099
7530997827460189462,1300000,3467,117600,392,1609
7530940227116944662,2300000,3793,114400,538,1555
7531360339775016214,2800000,2645,39900,727,5397
7533032723879939350,1800000,3819,80900,4929,23400
7524385540410576150,402200,1334,23100,183,507
7533200216074374422,94400,392,10400,739,348
7518405439143415062,429100,1876,32800,201,1022
7533263452115176726,165600,41,673,8,18
7516969640187153686,874700,2330,53900,239,4813
