video_id,views,collects,diggs,comments,shares
7526937258897739030,2700000,13600,145300,1006,41400
7526263941396483350,1900000,8695,209900,1043,12400
7526946789207903510,2200000,6166,224600,892,16900
7526246537375190278,59700000,28000,1200000,6748,12500
7526202804948536598,61400000,254400,6200000,13700,1900000
7526943912662027542,3300000,9122,305400,3648,15100
7526670715777551638,3100000,4457,57100,1217,2291
7525875310387023126,3400000,5104,87700,1129,14300
7526231835630636310,20100000,14500,216300,1782,20400
7526234388783303958,6300000,5905,131200,398,4138
7525871918826753302,1600000,2977,104000,4400,1353
7526510817370524950,11200000,16900,436000,4253,12200
7525589366220000534,37700000,313800,3300000,16300,788900
7526615233520061718,3400000,3581,127400,2525,2085
7526494678363950369,3700000,7162,218100,1853,3273
7525499368191855894,2600000,2580,61500,812,3219
7526086824318553366,1500000,2014,11300,977,2238
7526536592266235158,16200000,73300,1900000,2182,35600
7526973477438459158,2200000,15400,301100,460,14500
7524729889195347222,2800000,5563,150800,1330,5277
7525573634211990817,46500000,140000,1500000,30800,410800
7526558288289303831,28000000,191100,2900000,24000,1400000
7525114524895137037,72900000,298900,8600000,43400,2700000
7525420247810051350,1900000,14600,206900,1273,4933
7525846202538265878,1200000,6826,85300,656,13000
7526590499357052182,1500000,1561,69900,386,300
7525118386003627286,3500000,6019,221000,2780,11300
7525877803401907458,3600000,15400,376500,2338,51900
7526153762008894743,1800000,5957,141900,456,3063
7526122349804915990,19000000,30200,453300,6513,161600
7527328321701481750,1500000,9974,175200,870,8835
7526101249452674326,2900000,33100,489400,1059,75000
7526220244042534166,2300000,8926,189200,2409,36100
7526278304085675286,10500000,20500,512000,3562,4923
7526570064632483094,4200000,23800,233800,672,16900
7526610866733681942,1700000,7430,110600,782,10000
7525592369954295042,1400000,9007,264800,536,4930
7527708273299000578,1380,3,31,4,0
7526901106782293270,392100,831,22300,55,1752
7518826595423882518,53000,362,1951,88,1845
7510690574295878934,8905,74,354,9,16
7526932447892671767,193100,2399,34300,138,1018
7516184039984811269,112500,685,21700,256,5486
7527704261384473858,3223,10,107,7,40
7527370698059173142,191600,526,10400,145,226
7526917188314402050,24600000,114000,2500000,22600,1500000
7527708978181180694,2048,0,18,7,11
7507042235473595670,293800,1379,42400,717,11200
7526459933156478230,1200000,1531,70100,139,1537
7526274089372093718,2800000,42200,276800,1536,42200
7526120912156904726,949000,2539,31100,987,1043
7522837194973728022,732900,6116,86200,761,6832
7519557639211142422,2200000,8350,77500,1596,1416
7516229543515016470,4500000,31600,528800,2883,26100
7525055883827612950,240400,2350,28200,161,869
7526262212910976278,1200000,7204,144000,2020,6182
7516892212387515670,2300000,6034,55100,2059,37700
7514358352491662614,12800000,50100,1200000,5964,15500
7527011359653891350,155300,1285,10500,1321,1818
7525802740962823446,2000000,13000,175000,1808,17600
7526112688666135830,1500000,10600,284700,618,10400
7525775639949937943,1500000,4991,104300,493,717
7524770156736744710,21300000,10500,202300,3122,4531
7519917205090323734,8100000,23700,596100,3783,7003
7526663027203034390,1400000,4596,68500,294,10100
