video_id,views,collects,diggs,comments,shares
7531379138968538390,6400000,20400,429000,1612,10200
7529744962682948870,317700000,777900,14800000,93100,4700000
7530588626183343382,3800000,11800,196200,2010,22300
7532508942467960086,410200,2570,53100,345,442
7532508942467960086,410200,2570,53100,345,442
7532576542073916694,635700,3166,99000,363,1221
7532508942467960086,410200,2570,53100,346,442
7532508942467960086,410200,2570,53100,346,442
7532508942467960086,410300,2570,53100,346,442
7532508942467960086,410300,2570,53100,346,442
7532508942467960086,410300,2570,53100,346,442
7532508942467960086,410300,2570,53100,346,442
7514722662187420950,29600000,230300,3300000,20500,542200
7532508942467960086,410300,2570,53100,346,442
7532508942467960086,410400,2570,53100,346,442
7532508942467960086,410400,2570,53100,346,442
7532588251366837526,483200,1456,52900,182,293
7532508942467960086,410400,2571,53100,346,442
7532508942467960086,410400,2571,53100,346,442
7532546674804198678,434000,3753,62100,514,407
7532508942467960086,410500,2570,53100,347,442
7532508942467960086,410500,2571,53100,347,442
7532546674804198678,434100,3755,62100,514,407
7532499256507174167,603900,5000,81500,1887,458
7532546674804198678,434100,3756,62100,514,407
7532546674804198678,434100,3755,62100,514,407
7532508942467960086,410600,2571,53100,347,442
7532508942467960086,410600,2572,53100,347,442
7532508942467960086,410600,2572,53100,347,443
7532508942467960086,410600,2572,53100,347,443
7504667813332716822,558000,6496,95400,535,2120
7532508942467960086,410700,2573,53100,347,443
7532199191431613719,1100000,4166,109800,475,791
7503547470006226198,9800000,21600,667200,12000,6965
7532199191431613719,1100000,4167,109800,475,791
7532286141416951062,524100,1287,65000,309,355
7515423875371437334,12600000,66600,1100000,4719,33500
7521447674541821206,5800000,13800,133600,6497,97700
7532199191431613719,1100000,4167,109900,475,791
7532199191431613719,1100000,4168,109900,475,791
7504667813332716822,558000,6496,95400,535,2120
7532199191431613719,1100000,4168,109900,475,791
7532508942467960086,410900,2577,53100,347,443
7521447674541821206,5800000,13800,133600,6497,97700
7532508942467960086,410900,2578,53100,347,443
7532508942467960086,410900,2578,53100,347,443
7503547470006226198,9800000,21600,667300,12000,6965
7503547470006226198,9800000,21600,667300,12000,6965
7529744962682948870,317700000,778000,14800000,93200,4700000
7529744962682948870,317700000,778000,14800000,93200,4700000
7503547470006226198,9800000,21600,667300,12000,6965
7527750945023790358,26600000,130600,2600000,37400,98700
7514722662187420950,29600000,230300,3300000,20500,542200
7503547470006226198,9800000,21600,667300,12000,6965
7503547470006226198,9800000,21600,667300,12000,6965
7527750945023790358,26600000,130600,2600000,37400,98700
7514722662187420950,29600000,230300,3300000,20500,542200
7514722662187420950,29600000,230300,3300000,20500,542200
7522340176673164566,452800,2267,47300,289,205
7503547470006226198,9800000,21600,667300,12000,6965
7503547470006226198,9800000,21600,667300,12000,6965
