video_id,views,collects,diggs,comments,shares
7527637221105503510,4600000,33700,779400,5657,46600
7526946789207903510,2300000,6248,227500,913,17000
7526943912662027542,3400000,9318,311300,3757,15300
7526610866733681942,1800000,8001,119100,869,10600
7526973477438459158,2400000,16600,321500,507,15300
7527328321701481750,1500000,10100,177400,876,8857
7527269028172172566,4597,3,316,24,0
7527257655212100886,38300,47,2344,178,12
7527395665652108566,48400,245,1380,55,67
7501304969224539414,19300,24,479,5,7
7525795737272159510,772800,578,4008,24,118
7527260666978127126,354500,117,1496,11,26
7527579674306759958,5512,0,46,0,5
7527430575003651350,34900,55,626,31,14
7507527118201294102,276500,1051,13000,173,4169
7525043879431671072,13200,31,1146,135,14
7525423645603204374,75200,161,6514,316,80
7526558288289303831,31100000,211300,3200000,26900,1500000
7526536592266235158,18400000,81500,2000000,2438,39400
7526510817370524950,11300000,17000,437200,4264,12200
7526590499357052182,1500000,1579,70800,323,305
7526663027203034390,1500000,4676,69500,301,10300
7526570064632483094,4400000,24500,241700,689,17800
7526964038979341590,2400000,23300,352800,1002,4775
7526101249452674326,3000000,33400,494700,1068,75700
7526459933156478230,1200000,1567,71400,139,1549
7527691009958923542,3900000,28500,665000,2153,22400
7526122349804915990,19000000,30100,453700,6496,161800
7526995650865630486,1000000,4984,124700,844,3818
7527285348062235926,2300000,26500,493400,1396,23800
7497277391014792470,52100,233,1411,146,146
7527680396113349910,77300,614,8726,53,1306
7507739591814728982,201000,2612,10900,486,1112
7526689785390337302,35000,91,2130,4,229
7527542685477997846,621,5,25,4,2
7528109603884715286,31000,47,3492,83,55
7505783195703577878,32900,85,1291,18,375
7527091979843357974,74200,2013,11100,189,306
7526112688666135830,1600000,10600,285500,621,10400
7526482541109529878,1400000,2499,74200,737,7556
7527646409038908694,1900000,5427,222100,255,1154
7525193240166010135,1600000,3386,42700,573,2049
7527346847669603606,1600000,13600,298100,1109,15300
7525186909996322070,19700000,93900,2000000,9779,694500
7525489717232684310,1200000,3420,61300,207,806
7527287260887125270,33100,90,3004,81,44
7525522557714582806,259800,463,16300,364,508
