video_id,comment,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
7532365326902676768,non ho capito quale sarebbe la parte che fa ridere,0.0037624638061970472,0.0007408055826090276,0.012810011394321918,0.0017888867296278477,0.008785285986959934,0.0004661452258005738,0.0003584069199860096
7532365326902676768,"""Lucaa...che c'è?? noo volevo essere sicuro che ti chiami ancora accussì""🤣🤣Scusate ma a me il padre fa proprio ridere.🤣🤣",0.025732828304171562,0.00012321550457272679,0.006249270401895046,0.000296972953947261,0.006706724409013987,0.00024065986508503556,0.0011010749731212854
7532365326902676768,possiamo solo sperare di avere presto Vannacci al governo per sistemare un po' le cose,0.0007856210577301681,5.686212534783408e-05,0.0005448454176075757,0.00012287817662581801,0.0007665359880775213,0.00010381529136793688,5.1505536248441786e-05
7532365326902676768,purtroppo è la realtà,0.0012873999075964093,0.0005189268267713487,0.006107707973569632,0.001062571071088314,0.005473503842949867,0.00036792471655644476,0.00019125598191749305
7532365326902676768,"infatti,viviamo in un mondo al contrario",0.001026471727527678,0.00022784052998758852,0.0033555063419044018,0.0005098359542898834,0.002514968393370509,0.00018886226462200284,0.0001257940602954477
7532365326902676768,"c'è un ragazzo che conosco che prima era una ragazza, ora si chiama Ivan, Ivan è la persona più buona del mondo, darebbe la vita per veder sorridere chi vuole bene, ma per voi Ivan non sarà normale perché guardarete solo al fatto che prima si chiamava con un nome femminile, la verità è che ivan non è normale perché gli piace più il sushi che la pizza, non è normale perché con 3 birre si ubriaca, ma non perché è disforico",0.0094562117010355,4.6076089347479865e-05,0.0005611756350845098,0.0004492244333960116,0.004300878383219242,6.393855437636375e-05,0.00038925508852116764
7532365326902676768,"Ha usato ironia e si scherza, nessuno vuole offendere sicuramente, ma vi rendete conto che è la realtà dei giorni nostri ?! Mario / Lucia poi Antonella poi ritorna Mario, io non ci vedo niente di naturale, vedo solo gente che con questa libertà di genere hanno perso la loro identità reale, mi pare tanto anche questa una moda … come un filler …",0.00459660729393363,3.907486461685039e-05,0.001256492338143289,0.00013950871652923524,0.0023941739927977324,4.802220792043954e-05,0.00013451605627778918
7532365326902676768,che attore bernardino❤️,0.024157389998435974,0.0003176038444507867,0.008186748251318932,0.00044241559226065874,0.010935569182038307,0.0007909577689133584,0.0005365828983485699
7532365326902676768,Voi scherzate ma tra un po’ sarà così,0.01854803040623665,0.00016377797874156386,0.0057548037730157375,0.00027245006640441716,0.008756130002439022,0.00042873944039456546,0.0018104711780324578
7532365326902676768,capisco la gag simpatica! ma l'argomento è estremamente serio cè tanta sofferenza dietro,0.09517991542816162,0.00015657066251151264,0.005225935485213995,0.0004351076204329729,0.06346885859966278,0.00045785028487443924,0.000758037727791816
7530031966960340257,um quê 🙄?,0.0007333523244597018,4.827598240808584e-05,0.0005053766071796417,0.00014035144704394042,0.0005407035350799561,6.0729653341695666e-05,3.5301403841003776e-05
7530031966960340257,Da-me um Grrr - Feat McDonalds,0.144245445728302,0.0011355024762451649,0.04343641549348831,0.000625156273599714,0.011571427807211876,0.010617000050842762,0.014716246165335178
7530031966960340257,Finally a Drive employee understands his joke 😂😂😂,0.002428012201562524,1.237634387507569e-05,0.00014858621580060571,0.00010212694178335369,0.0011974734952673316,2.3047310605761595e-05,1.960094232345e-05
7530031966960340257,Ela participando da brincadeira,0.049010638147592545,0.00016503900405950844,0.006208366248756647,0.00032266558264382184,0.030194982886314392,0.0009873779490590096,0.0020225699990987778
7530031966960340257,Employee passes the vibe check ✅,0.0006550224497914314,2.5337360057164915e-05,0.0001495800242992118,8.336977771250531e-05,0.00025926329544745386,7.96145322965458e-05,4.0355767850996926e-05
7530031966960340257,"No, This is acually real. This is portuguese. He asked her give me a grrrr and she asks what because she doesn't know what it is 😂🤣🤣",0.022965341806411743,0.00015927689673844725,0.009167504496872425,0.0008622404420748353,0.003997569903731346,0.0001171487892861478,0.0003888084029313177
7530031966960340257,Teve uma vez que fui no Mc e o atendente falou “ eu não ouvi direito” e eu disse “ estamos capitão”,0.0014025958953425288,5.0224840379087254e-05,0.001128469593822956,0.00010155572817893699,0.0011121740099042654,5.516450255527161e-05,0.00013662913988810033
7530031966960340257,CADÊ O COMENTÁRIO DA ISABELLY LIMA,0.028062092140316963,0.0017199419671669602,0.025245098397135735,0.003482507076114416,0.022737817838788033,0.0015020667342469096,0.0008806343539617956
7530031966960340257,Ahahah grrrrr,0.0006213948945514858,2.3340580810327083e-05,0.0002737423055805266,8.043809066293761e-05,0.000407964747864753,3.934727646992542e-05,3.371400453033857e-05
7531296529957588246,E la pelle “spellata”? Parliamone,0.17758336663246155,0.0001874119188869372,0.003611666150391102,0.00028389066574163735,0.11201208084821701,0.00383774284273386,0.004941172897815704
7531296529957588246,le unghie e pure la pelle 'spelacchiata' del sole che si toglie 💀✨,0.0109499990940094,9.499983571004122e-05,0.003191172145307064,0.0001323736651102081,0.004030031152069569,0.0003481731400825083,0.0007662876741960645
7531296529957588246,"Se ci fate caso, nel video di presentazione lei non aveva alcuna applicazione, ma le sue unghie molto corte e naturali. Evidentemente la produzione pretende, per motivi estetici, che abbiano tutte le unghie a posto (solitamente o bianco latte o rosse). Sonia sarà andata dalla prima onicotecnica che le è capitata a tiro e le ha fatto un pessimo lavoro.",0.01105621550232172,0.00024019267584662884,0.004086649045348167,0.00083734723739326,0.003090811427682638,0.00034325270098634064,0.0021780086681246758
7531296529957588246,"Sicuramente è una ricostruzione su onicofagica, ma fatta male…",0.009031492285430431,0.0003928124497178942,0.003906628582626581,0.00046409311471506953,0.004820512607693672,0.0010431738337501884,0.002583876485005021
7531296529957588246,"Ragazze l’estetica nella vita non è tutto sappiatelo, non a tutte interessa apparire 🤷🏻‍♀️",0.0011754839215427637,3.306301005068235e-05,0.0003415264654904604,0.0001479636994190514,0.0006675793556496501,3.63047729479149e-05,0.00010282709990860894
7531296529957588246,onicodagica grave ..già tanto che sono tutte ancora attaccate,0.18910418450832367,0.0005798578495159745,0.004355821758508682,0.0014573149383068085,0.06665801256895065,0.021930838003754616,0.006588054820895195
7531296529957588246,sembrano denti 🦷,0.06151658296585083,0.00501492153853178,0.04304315522313118,0.008001434616744518,0.03533485159277916,0.0023741088807582855,0.007088829297572374
7531296529957588246,anche io non riuscivo a guardare le sue mani.,0.005989583674818277,0.0005509239854291081,0.006885942537337542,0.0010783137986436486,0.00688230711966753,0.0011233605910092592,0.0010579766239970922
7531296529957588246,allora non sono l unica a notare queste cose,0.003075537970289588,0.0026898446958512068,0.026602081954479218,0.005204775836318731,0.01815393567085266,0.0012708838330581784,0.000502961513120681
7531296529957588246,Non ne troverai mai più una come me 😂😂😂😂 unica e inimitabile 😂😂😂😂,0.0016157451318576932,2.8344036763883196e-05,0.0005138546111993492,0.0001248295302502811,0.0007607786683365703,3.103604831267148e-05,4.173469642410055e-05
7531299148528635158,dad body sempre il migliore,0.007550592068582773,0.00013831196702085435,0.002863496309146285,0.0002503738214727491,0.004081930033862591,0.00036127548082731664,0.0007115957560017705
