link,video_id,harmful,reasoning
adult,,,
https://www.tiktok.com/@temp/video/7524044898320928022,7524044898320928022,harmful,"The description suggests a dangerous activity or challenge that could lead to physical harm, which falls under the category of Mental and Behavioural Health: Dangerous Activity and Challenges."
https://www.tiktok.com/@temp/video/7525573634211990817,7525573634211990817,harmful,"The description contains strong and frightening imagery, such as possession, levitation, and violent actions by a demon, which can be considered shocking and graphic content. This type of content may not be suitable for minors."
https://www.tiktok.com/@temp/video/7524661865750793494,7524661865750793494,harmful,The description contains shocking and graphic content related to a fatal accident involving a person being sucked into an airplane engine. This type of content can be distressing and is not suitable for minors.
https://www.tiktok.com/@temp/video/7525041874961403138,7525041874961403138,harmful,"The hashtag ""#comefregareunapersona"" translates to ""how to trick a person,"" which suggests potential misinformation or fraudulent behavior. This could be harmful content, especially if it involves exploiting vulnerable individuals like the homeless."
https://www.tiktok.com/@temp/video/7526635921509190935,7526635921509190935,harmful,"The description implies a reaction to comments about body image, which can relate to disordered eating and body image issues."
https://www.tiktok.com/@temp/video/7525827413977140512,7525827413977140512,harmful,"The description contains hate speech or behavior, as it involves racial discrimination and incitement to hatred against a specific national group."
https://www.tiktok.com/@temp/video/7525881242726812950,7525881242726812950,harmful,"The description refers to a shocking and graphic event involving a fatal accident, which falls under the category of ""Shocking and Graphic Content: Extreme physical fighting + gore, Strong and frightening imagery."" This type of content can be distressing and is not suitable for minors."
https://www.tiktok.com/@temp/video/7524729889195347222,7524729889195347222,harmful,"The use of ""headshots"" and ""headshotschallenge"" suggests a potentially dangerous activity or challenge, which could involve hitting or targeting the head, posing a risk of harm."
https://www.tiktok.com/@temp/video/7525878898891017494,7525878898891017494,harmful,"The description discusses a dangerous activity that resulted in a fatal accident, which falls under the category of ""Dangerous Activity and Challenges."" This type of content can be harmful to minors as it may inadvertently encourage them to engage in similar risky behaviors."
https://www.tiktok.com/@temp/video/7525901699786083606,7525901699786083606,harmful,"The description includes a suggestion of self-harm (""un piccolo volo dalle scale"") as a means to get a break, which falls under the category of Mental and Behavioural Health: Self-Harm. This could be interpreted as promoting dangerous activity, which is harmful content, especially for minors."
https://www.tiktok.com/@temp/video/7524943634148478216,7524943634148478216,harmful,"The mention of ""Player 196 Diet"" along with hashtags like #impossible and #challenge could imply a potentially dangerous or disordered eating challenge, which falls under the category of Mental and Behavioural Health: Disordered Eating and Body Image. This type of content can be harmful, especially to minors, as it may promote unhealthy eating behaviors."
https://www.tiktok.com/@temp/video/7526270520975789334,7526270520975789334,harmful,"The phrase ""vedo non vedo"" translates to ""see-through"" or ""peek-a-boo"" in English, which can imply nudity or body exposure. This falls under the category of Mature Themes: Nudity and Body Exposure, which is considered harmful content for minors."
https://www.tiktok.com/@temp/video/7526263941396483350,7526263941396483350,harmful,"This description could imply racial stereotypes or promote racial competition, which can be considered hate speech or behavior."
https://www.tiktok.com/@temp/video/7526122349804915990,7526122349804915990,harmful,"The use of suggestive emojis like the tongue emoji can imply sexually suggestive content, which falls under the category of Mature Themes. This type of content may not be suitable for minors."
https://www.tiktok.com/@temp/video/7525190232023534870,7525190232023534870,harmful,"The description includes references to a car crash, funeral, and dead body, which falls under the category of Shocking and Graphic Content. This type of content can be distressing and is not suitable for minors."
https://www.tiktok.com/@temp/video/7527707383221521686,7527707383221521686,harmful,"The description contains shocking and graphic content related to a severe vehicle crash and drug use, which can be distressing and inappropriate for minors."
https://www.tiktok.com/@temp/video/7524005368129752342,7524005368129752342,harmful,"The description includes the word ""droga,"" which translates to ""drug"" in English, suggesting a reference to drugs. This falls under the category of Addiction: Drugs, which is harmful content for minors."
https://www.tiktok.com/@temp/video/7531818494866836758,7531818494866836758,harmful,"The description suggests a scenario involving physical assault (""schiaffeggiatore"" translates to ""slapper""), which falls under the category of Harassment and Bullying. This type of content can be harmful, especially to minors, as it may promote or trivialize violent behavior."
https://www.tiktok.com/@temp/video/7523193591708044566,7523193591708044566,harmful,"The hashtag ""#takemymind"" could be associated with themes of suicide or self-harm, which are harmful for minors to be exposed to."
https://www.tiktok.com/@temp/video/7531415896380771606,7531415896380771606,harmful,"The use of terms like ""video mortificante"" (mortifying video) and the warning symbol ?? suggests that the content may be shocking or graphic, which could be harmful to minors."
https://www.tiktok.com/@temp/video/7528729403703037206,7528729403703037206,harmful,"The description suggests engaging in extreme parkour or freerunning, which can be dangerous activities that may encourage risky behavior among viewers, particularly minors."
https://www.tiktok.com/@temp/video/7531386677319847190,7531386677319847190,harmful,"The phrase ""a puttan e mammt"" is a derogatory term in Italian, which translates to an insult involving someone's mother. This falls under the category of Hate Speech or Behavior, as it promotes offensive and disrespectful language."
https://www.tiktok.com/@temp/video/7526640068245753090,7526640068245753090,harmful,"The use of the knife emoji (??) alongside national symbols could imply violence or promote harmful behavior, which falls under the category of Shocking and Graphic Content or Hate Speech or Behavior. This type of content can be harmful, especially to minors."
https://www.tiktok.com/@temp/video/7525114797646449942,7525114797646449942,harmful,"The description refers to being tempted by scratch-off lottery tickets, which falls under gambling content. This type of content can be harmful to minors as it may encourage gambling behavior."
,,,
https://www.tiktok.com/@temp/video/7530266588931476758,7530266588931476758,harmful,"The hashtag ""#takemymind"" could imply themes related to mental health struggles, potentially including suicidal thoughts or self-harm, which are harmful for minors to be exposed to."
https://www.tiktok.com/@temp/video/7532501688695983382,7532501688695983382,harmful,"The description suggests a negative and potentially harmful message that could be considered as bullying or harassment, which can be damaging to viewers, especially minors."
https://www.tiktok.com/@temp/video/7533655549611609367,7533655549611600000,harmful,"The phrase """"manchi da morire"""" can be interpreted as expressing extreme emotional distress or longing, which may imply self-harm or suicidal thoughts. This type of content can be harmful to minors who may be vulnerable to such messages."
search adult,,,
https://www.tiktok.com/@temp/video/7246645137130933531,7246645137130933531,harmful,"The description promotes restrictive dieting, which can encourage disordered eating behaviors and negatively impact body image, especially among impressionable minors."
https://www.tiktok.com/@temp/video/7506860766541417774,7506860766541417774,harmful,"Discussing restrictive diets in the context of Binge Eating Disorder (BED) can promote unhealthy eating behaviors and exacerbate disordered eating patterns, which is harmful, especially for minors."
https://www.tiktok.com/@temp/video/7464921100137303298,7464921100137303298,harmful,"Discussing medications for weight loss can promote unhealthy body image and disordered eating behaviors, especially among minors who may be influenced by such content."
https://www.tiktok.com/@temp/video/7377692112726297888,7377692112726297888,harmful,"The video description discusses a cosmetic surgery procedure for ""toebesity,"" which can promote unrealistic body image standards and encourage unnecessary surgical interventions, potentially influencing minors to have negative perceptions of their bodies."
https://www.tiktok.com/@temp/video/6920327799400123650,6920327799400123650,harmful,"The description includes hashtags that suggest dangerous challenges, which can encourage harmful behavior among minors."
https://www.tiktok.com/@temp/video/7404395956147391761,7404395956147391761,harmful,"The description suggests that the video may involve or promote dangerous acts, which could encourage viewers, especially minors, to engage in risky behavior."
https://www.tiktok.com/@temp/video/6921392991865228545,6921392991865228545,harmful,"The description references a dangerous challenge that occurred in Palermo, which could encourage others to engage in similar risky behavior."
https://www.tiktok.com/@temp/video/7515087693735283990,7515087693735283990,harmful,"The description ""LA DONNA NUDA"" suggests nudity and body exposure, which falls under the 'Nudity and Body Exposure' category of harmful content. This type of content is not suitable for minors."
https://www.tiktok.com/@temp/video/7522448994635615510,7522448994635615510,harmful,"The use of the hashtag ""#nuda"" suggests nudity or body exposure, which is considered harmful content for minors."
https://www.tiktok.com/@temp/video/7510956346385190166,7510956346385190166,harmful,"The description refers to a nudist beach, which involves nudity and body exposure, potentially making it inappropriate for minors."
https://www.tiktok.com/@temp/video/7519457157436181782,7519457157436181782,harmful,"The description suggests content related to sheer nightwear and lingerie, which may involve nudity or body exposure, making it potentially inappropriate for minors."
https://www.tiktok.com/@temp/video/7524346253841288470,7524346253841288470,harmful,"The use of the word ""SANGUE"" (which means ""blood"" in Italian) and the hashtag could imply shocking and graphic content, which may not be suitable for minors."
https://www.tiktok.com/@temp/video/7512361167239564566,7512361167239564566,harmful,"The description suggests content related to ""Shocking and Graphic Content"" due to the mention of ""Blood Splashing effects,"" which could be disturbing or inappropriate for minors."
https://www.tiktok.com/@temp/video/7514832830648667448,7514832830648667448,harmful,"The description references ""blood"" as food, which can be interpreted as promoting or glorifying self-harm or dangerous behavior, falling under the category of ""Suicide and Self-Harm"" or ""Shocking and Graphic Content"". This type of content can be harmful, especially to impressionable audiences such as minors."
https://www.tiktok.com/@temp/video/7526770716977466679,7526770716977466679,harmful,"The description suggests shocking and graphic content as it involves a tsunami striking unaware beachgoers, which could be distressing or traumatic for viewers, especially minors."
https://www.tiktok.com/@temp/video/7307696561721494815,7307696561721494815,harmful,"The description promotes gambling activities and highlights a significant monetary gain, which can encourage minors to engage in gambling behavior."
https://www.tiktok.com/@temp/video/7381960358648401183,7381960358648401183,harmful,"The video description promotes gambling-related content, which can be harmful to minors by encouraging gambling behavior."
https://www.tiktok.com/@temp/video/7113951307614014725,7113951307614014725,harmful,"The video description includes the hashtag #casino, which suggests content related to gambling. Gambling content can be harmful to minors as it may promote or normalize gambling behavior."
https://www.tiktok.com/@temp/video/7524269726965583126,7524269726965583126,harmful,"The mention of ""casino"" suggests content related to gambling, which can be harmful to minors as it may promote gambling behavior."
https://www.tiktok.com/@temp/video/7509767009211583766,7509767009211583766,harmful,"The video description promotes gambling by mentioning being kicked out of a betting center and using hashtags related to betting and easy money, which can be harmful to minors."
https://www.tiktok.com/@temp/video/7284804889450941742,7284804889450941742,harmful,"The video description discusses drug addiction, which falls under the category of content related to drugs. This type of content can be harmful to minors as it may expose them to substance abuse issues."
https://www.tiktok.com/@temp/video/7213029818571721989,7213029818571721989,harmful,"The description discusses past cocaine addiction, which falls under the category of drugs, and could be harmful for minors to view as it involves substance abuse."
