video_id,link,account,desc,harmful,reasoning,day
7531379138968538390,https://www.tiktok.com/@temp/video/7531379138968538390,logs_c1,Ciao bagni del @One.torino vi amo in un’altra vita nasco con un briciolo di vergogna #fyp #one #torino,not harmful,"The description appears to be a lighthearted or humorous statement about lacking shame, with hashtags related to a location or event. It does not fall under any of the harmful content categories listed.",Friday
7532464411512933654,https://www.tiktok.com/@temp/video/7532464411512933654,logs_c1,Sono corsa via per non piangere lì davanti 😭 #laurea #tesi,not harmful,"The description does not fall under any of the harmful content categories. It appears to be an emotional reaction related to a graduation or thesis, which is not harmful.",Friday
7533231674411601174,https://www.tiktok.com/@temp/video/7533231674411601174,logs_c1,"Un momento di svago si è trasformato in tragedia in un parco divertimenti dell’Arabia Saudita. A Taif, 23 persone sono rimaste ferite — quattro in gravi condizioni — dopo il crollo dell’attrazione “Game 360”, causato dalla rottura di un braccio meccanico. Il parco è stato chiuso e sono in corso le indagini per accertare le responsabilità.",harmful,"The description discusses a tragic accident at an amusement park where people were injured due to a mechanical failure, which could be distressing or shocking for minors.",Friday
7532546674804198678,https://www.tiktok.com/@temp/video/7532546674804198678,logs_c1,Lol einfach 3min gelabert hahahahha @melissa♡,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a lighthearted or humorous comment.",Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person has university commitments in Germany and does not fall under any of the harmful content categories listed.,Friday
7521727289722211606,https://www.tiktok.com/@temp/video/7521727289722211606,logs_c1,"Auf seine Mentale Gesundheit zu achten ist so wichtig, versuche seitdem immer darauf zu achten immer viel für mein mindest zu tun😂❤️",not harmful,"The description promotes taking care of one's mental health, which is a positive and supportive message. It does not fall under any of the harmful content categories listed.",Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person cannot do something because they have university commitments in Germany. It does not fall under any of the harmful content categories.,Friday
7521727289722211606,https://www.tiktok.com/@temp/video/7521727289722211606,logs_c1,"Auf seine Mentale Gesundheit zu achten ist so wichtig, versuche seitdem immer darauf zu achten immer viel für mein mindest zu tun😂❤️",not harmful,"The description promotes taking care of one's mental health, which is a positive and supportive message. It does not fall under any of the harmful content categories.",Friday
7532546674804198678,https://www.tiktok.com/@temp/video/7532546674804198678,logs_c1,Lol einfach 3min gelabert hahahahha @melissa♡,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a lighthearted or humorous comment.",Friday
7530292486623743254,https://www.tiktok.com/@temp/video/7530292486623743254,logs_c1,Aber warum passiert mir sowas dummes wie am Ende immer?😭,not harmful,"The description does not indicate any of the harmful content categories such as disordered eating, self-harm, dangerous activities, or any other listed harmful content. It appears to express frustration or disappointment, which is not inherently harmful.",Friday
7532508942467960086,https://www.tiktok.com/@temp/video/7532508942467960086,logs_c1,Versuche zurzeit ein paar meiner Follower zurück zu folgen❤️➡️,not harmful,"The description simply mentions following back some followers, which does not fall under any of the harmful content categories listed.",Friday
7533318031116750102,https://www.tiktok.com/@temp/video/7533318031116750102,logs_c1,Versuche zurzeit ein paar von euch zurück zu folgen❤️➡️,not harmful,"The description translates to ""Trying to follow some of you back ❤️➡️"" and does not fall under any of the harmful content categories listed. It appears to be a benign statement about social media interaction.",Friday
7533278504608173314,https://www.tiktok.com/@temp/video/7533278504608173314,logs_c1,Als ob dein Freund dir dein Antrag macht😭😭 Ich folge jetzt den neuen auf Insta zurück also Lets Go😋💗💗,not harmful,The description does not fall under any of the harmful content categories listed. It appears to be a lighthearted and positive message about following someone on Instagram.,Friday
7524759459491581206,https://www.tiktok.com/@temp/video/7524759459491581206,logs_c1,,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as harmful or not harmful. Please provide the description, and I'll be happy to help.",Friday
7533318031116750102,https://www.tiktok.com/@temp/video/7533318031116750102,logs_c1,Versuche zurzeit ein paar von euch zurück zu folgen❤️➡️,not harmful,"The description translates to ""Trying to follow some of you back ❤️➡️"" and does not fall under any of the harmful content categories listed. It appears to be a benign statement about social media interaction.",Friday
7532508942467960086,https://www.tiktok.com/@temp/video/7532508942467960086,logs_c1,Versuche zurzeit ein paar meiner Follower zurück zu folgen❤️➡️,not harmful,The description is about following back followers on TikTok and does not fall under any of the harmful content categories listed.,Friday
7530292486623743254,https://www.tiktok.com/@temp/video/7530292486623743254,logs_c1,Aber warum passiert mir sowas dummes wie am Ende immer?😭,not harmful,"The description does not indicate any of the harmful content categories such as disordered eating, self-harm, dangerous activities, or any other listed harmful content. It appears to express frustration or disappointment, which is not inherently harmful.",Friday
7532546674804198678,https://www.tiktok.com/@temp/video/7532546674804198678,logs_c1,Lol einfach 3min gelabert hahahahha @melissa♡,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a lighthearted or humorous comment.",Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person has university commitments in Germany and does not fall under any of the harmful content categories listed.,Friday
7532546674804198678,https://www.tiktok.com/@temp/video/7532546674804198678,logs_c1,Lol einfach 3min gelabert hahahahha @melissa♡,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a lighthearted or humorous comment.",Friday
7533278504608173314,https://www.tiktok.com/@temp/video/7533278504608173314,logs_c1,Als ob dein Freund dir dein Antrag macht😭😭 Ich folge jetzt den neuen auf Insta zurück also Lets Go😋💗💗,not harmful,"The description appears to be about a personal relationship moment and social media interaction, which does not fall under any of the harmful content categories listed.",Friday
7533278504608173314,https://www.tiktok.com/@temp/video/7533278504608173314,logs_c1,Als ob dein Freund dir dein Antrag macht😭😭 Ich folge jetzt den neuen auf Insta zurück also Lets Go😋💗💗,not harmful,The description does not fall under any of the harmful content categories listed. It appears to be a lighthearted and positive message about following someone on Instagram.,Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person has university commitments in Germany and does not fall under any of the harmful content categories listed.,Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person has university commitments in Germany and does not fall under any of the harmful content categories listed.,Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person has university commitments in Germany and does not fall under any of the harmful content categories listed.,Friday
7533278504608173314,https://www.tiktok.com/@temp/video/7533278504608173314,logs_c1,Als ob dein Freund dir dein Antrag macht😭😭 Ich folge jetzt den neuen auf Insta zurück also Lets Go😋💗💗,not harmful,"The description appears to be about a personal relationship moment and social media interaction, which does not fall under any of the harmful content categories listed.",Friday
7521727289722211606,https://www.tiktok.com/@temp/video/7521727289722211606,logs_c1,"Auf seine Mentale Gesundheit zu achten ist so wichtig, versuche seitdem immer darauf zu achten immer viel für mein mindest zu tun😂❤️",not harmful,"The description emphasizes the importance of taking care of one's mental health, which is a positive and supportive message. It does not fall under any of the harmful content categories.",Friday
7521727289722211606,https://www.tiktok.com/@temp/video/7521727289722211606,logs_c1,"Auf seine Mentale Gesundheit zu achten ist so wichtig, versuche seitdem immer darauf zu achten immer viel für mein mindest zu tun😂❤️",not harmful,"The description promotes taking care of one's mental health, which is a positive and supportive message. It does not fall under any of the harmful content categories listed.",Friday
7532546674804198678,https://www.tiktok.com/@temp/video/7532546674804198678,logs_c1,Lol einfach 3min gelabert hahahahha @melissa♡,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a lighthearted or humorous comment.",Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person cannot do something because they have university commitments in Germany. It does not fall under any of the harmful content categories listed.,Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person has university commitments in Germany and does not fall under any of the harmful content categories listed.,Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person has university commitments in Germany and does not fall under any of the harmful content categories listed.,Friday
7521727289722211606,https://www.tiktok.com/@temp/video/7521727289722211606,logs_c1,"Auf seine Mentale Gesundheit zu achten ist so wichtig, versuche seitdem immer darauf zu achten immer viel für mein mindest zu tun😂❤️",not harmful,"The description promotes taking care of one's mental health, which is a positive and supportive message. It does not fall under any of the harmful content categories listed.",Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person cannot do something because they have university commitments in Germany. It does not fall under any of the harmful content categories listed.,Friday
7532899046642584855,https://www.tiktok.com/@temp/video/7532899046642584855,logs_c1,"Geht leider nicht, hab Uni in Deutschland😢",not harmful,The description simply states that the person has university commitments in Germany and does not fall under any of the harmful content categories listed.,Friday
7521727289722211606,https://www.tiktok.com/@temp/video/7521727289722211606,logs_c1,"Auf seine Mentale Gesundheit zu achten ist so wichtig, versuche seitdem immer darauf zu achten immer viel für mein mindest zu tun😂❤️",not harmful,"The description promotes taking care of one's mental health, which is a positive and supportive message. It does not fall under any of the harmful content categories listed.",Friday
7533278504608173314,https://www.tiktok.com/@temp/video/7533278504608173314,logs_c1,Als ob dein Freund dir dein Antrag macht😭😭 Ich folge jetzt den neuen auf Insta zurück also Lets Go😋💗💗,not harmful,The description does not fall under any of the harmful content categories listed. It appears to be a lighthearted and positive message about following someone on Instagram.,Friday
7532508942467960086,https://www.tiktok.com/@temp/video/7532508942467960086,logs_c1,Versuche zurzeit ein paar meiner Follower zurück zu folgen❤️➡️,not harmful,The description is about following back followers on TikTok and does not fall under any of the harmful content categories listed.,Friday
7531424086036352279,https://www.tiktok.com/@temp/video/7531424086036352279,logs_c1,Oha warum nicht??😢 @melissa♡ cr: @leo tokio,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a personal or emotional expression without context suggesting harm.",Friday
7532508942467960086,https://www.tiktok.com/@temp/video/7532508942467960086,logs_c1,Versuche zurzeit ein paar meiner Follower zurück zu folgen❤️➡️,not harmful,The description is about following back followers on TikTok and does not fall under any of the harmful content categories listed.,Friday
7521317618809113878,https://www.tiktok.com/@temp/video/7521317618809113878,logs_c1,Liebe die Convenient Stores in Korea😭❤️,not harmful,The description expresses a positive sentiment about convenience stores in Korea and does not fall under any of the harmful content categories listed.,Friday
